date,ensemble,dji
2022-06-29,889979.512174999,848141.611345564
2022-06-30,886161.8843855474,841202.142908622
2022-07-01,893936.2044595869,849998.905589767
2022-07-05,888437.5211210172,846460.8641569972
2022-07-06,894950.4653501431,848370.369777194
2022-07-07,899049.3958136023,857851.5926338184
2022-07-08,899932.871305023,856583.304638431
2022-07-11,896753.4290153921,852092.1119715134
2022-07-12,888611.7361524198,846830.1341853718
2022-07-13,877358.2868401258,841129.965219109
2022-07-14,879005.3906979826,837231.6759691536
2022-07-15,904797.1640636442,855219.6161022446
2022-07-18,892139.6024257658,849325.1225872926
2022-07-19,906839.879365158,869946.694213773
2022-07-20,899063.0126737822,871252.9395591929
2022-07-21,903184.9482118452,875682.6317096023
2022-07-22,899887.1886558912,871921.2238175699
2022-07-25,904604.165234352,874401.744650069
2022-07-26,902305.5917632828,868156.0255291206
2022-07-27,913659.7550437696,880074.8469827644
2022-07-28,924772.4458892592,889150.7109662574
2022-07-29,929030.0092284926,897774.3966729929
2022-08-01,928101.0023835216,896497.0864664163
2022-08-02,924505.5649106058,885502.7480374022
2022-08-03,929348.2859158546,896882.5324118934
2022-08-04,925362.1574681312,894540.6012849978
2022-08-05,929678.735892173,896635.6761720199
2022-08-08,929999.9910357086,897430.2713870449
2022-08-09,927540.1097023422,895841.4012721851
2022-08-10,938309.2709600364,910467.6334846823
2022-08-11,935941.662388816,911210.0173237132
2022-08-12,948535.4260857536,922809.8048479704
2022-08-15,948752.1775811148,926947.8500177509
2022-08-16,958883.8602593376,933496.1602216582
2022-08-17,954139.36438684,928803.2223708129
2022-08-18,952287.9937661124,929314.8725012079
2022-08-19,947456.346053405,921325.2507133685
2022-08-22,930892.0343621208,903746.2463063655
2022-08-23,923743.0515740348,899536.3437622621
2022-08-24,924813.7418129876,901166.5345366508
2022-08-25,934440.780013366,909982.9966019897
2022-08-26,904217.9847557975,882420.3549626165
2022-08-29,900670.7830880119,877379.7683587316
2022-08-30,889933.9904403221,868957.7210641939
2022-08-31,882682.4202523491,861292.3116346485
2022-09-01,889666.2112441894,865282.7448876362
2022-09-02,880015.6245537064,856044.5344886034
2022-09-06,874813.4314718811,851312.037711775
2022-09-07,886439.442119075,863228.8838884128
2022-09-08,892191.1608519127,868510.8279880736
2022-09-09,898896.4113513482,878820.8130133385
2022-09-12,903877.378415252,885097.389164271
2022-09-13,866440.7535983574,850209.6729848838
2022-09-14,866254.0994464409,851032.9364094269
2022-09-15,864527.2064486992,846296.8627796419
2022-09-16,866959.8831378472,842486.5534352469
2022-09-19,870350.3351489556,847878.3656451281
2022-09-20,862663.0987750542,839310.6817108035
2022-09-21,850204.682397033,825030.2297460701
2022-09-22,853913.8559619439,822102.8158374507
2022-09-23,846237.1274768364,808811.3370222966
2022-09-26,837062.8327571404,799802.2053700841
2022-09-27,837015.5437175286,796363.0879452047
2022-09-28,855940.9679767144,811362.3805824933
2022-09-29,844700.2772799981,798840.0319247473
2022-09-30,836174.5677234185,785170.5277993546
2022-10-03,856730.3998881829,806091.1136558373
2022-10-04,874971.9647456658,828653.047932499
2022-10-05,876733.796397155,827492.706156191
2022-10-06,867814.5223136208,818009.881723616
2022-10-07,848942.3761298325,800785.6263897007
2022-10-10,845107.3479172165,798218.780613457
2022-10-11,850668.5011076957,799211.2238442628
2022-10-12,849282.8881020767,798436.5949427569
2022-10-13,870022.612679065,821065.2615506992
2022-10-14,859785.6748324769,810025.4917505492
2022-10-17,873904.798533107,825086.0179750208
2022-10-18,879217.6612434647,834324.2283740534
2022-10-19,873855.1217695305,831591.1390141231
2022-10-20,870040.0149274895,829125.0857510457
2022-10-21,888491.3143850395,849597.1235695925
2022-10-24,903316.0199400017,860996.8208717378
2022-10-25,910624.3978881486,870211.5414901597
2022-10-26,912916.73758694,870276.2985444344
2022-10-27,912543.6231002456,875583.6543158469
2022-10-28,940652.7638549454,898230.0984168422
2022-10-31,937176.3427428848,894708.1261294447
2022-11-01,931856.6652221328,892528.2744887637
2022-11-02,916367.3059234268,878712.8134083939
2022-11-03,907116.1592635758,874708.1795153097
2022-11-04,908533.9077071792,885695.4710101407
2022-11-07,920923.008277858,897278.8690738353
2022-11-08,932461.5262527117,906403.5811238257
2022-11-09,914020.2604903824,888721.8089266506
2022-11-10,944636.0024762148,921561.216236777
2022-11-11,936208.7954220764,922449.2367155949
2022-11-14,926012.4602551452,916677.4773043342
2022-11-15,923030.24774599,918214.2428149299
2022-11-16,929513.4286160462,917145.6713405991
2022-11-17,933116.9268994324,916940.4560754449
2022-11-18,942181.6732220644,922389.9784054176
2022-11-21,934673.4462399476,921148.7570435975
2022-11-22,947278.1542630187,932022.6035752513
2022-11-23,946611.6770977968,934645.451123906
2022-11-25,951697.6700100892,938826.7388443562
2022-11-28,936171.6368145936,925226.3694141703
2022-11-29,929776.4336819642,925310.2919939887
2022-11-30,957039.0106472962,945461.6409213332
2022-12-01,952813.7506604188,940138.2160045485
2022-12-02,952440.2342419616,941091.2604669661
2022-12-05,941809.6913342468,927895.2355784759
2022-12-06,936127.9277691834,918307.6680787228
2022-12-07,938536.101727008,918350.9106293927
2022-12-08,946925.7284207336,923368.2209961268
2022-12-09,934298.567844867,915030.950455248
2022-12-12,947283.5583844178,929478.8738785632
2022-12-13,946570.2705426208,932310.6737029237
2022-12-14,943727.0025753968,928421.4066641575
2022-12-15,924957.9659314147,907534.9343754255
2022-12-16,914760.7194256776,899833.4894869885
2022-12-19,908719.097218036,895380.2541701033
2022-12-20,906912.0769162172,897900.3873144508
2022-12-21,918993.6100049012,912298.1280246429
2022-12-22,911485.6458706848,902758.928118602
2022-12-23,917967.530155658,907581.7003931869
2022-12-27,918347.0607342712,908610.2324687493
2022-12-28,907366.5834774964,898610.3125475467
2022-12-29,916305.1403164855,908042.8474952687
2022-12-30,913363.6628613464,906032.4425901753
2023-01-03,900709.66080141,
