Date,Portfolio Progression,DJIA
2022-07-07,25984.992463890812,31384.55078125
2022-07-08,25965.049052515766,31338.150390625
2022-07-11,25957.80262228572,31173.83984375
2022-07-12,25842.691905612395,30981.330078125
2022-07-13,26029.40330109392,30772.7890625
2022-07-14,26237.87114534823,30630.169921875
2022-07-15,26503.44108858976,31288.259765625
2022-07-18,26561.446846595416,31072.609375
2022-07-19,27175.972154971936,31827.05078125
2022-07-20,27399.85081710696,31874.83984375
2022-07-21,27644.570830274588,32036.900390625
2022-07-22,27788.684425950738,31899.2890625
2022-07-25,27748.80618224196,31990.0390625
2022-07-26,27026.4194471026,31761.5390625
2022-07-27,27092.586733078482,32197.58984375
2022-07-28,27157.847500355503,32529.630859375
2022-07-29,27276.58429182429,32845.12890625
2022-08-01,27718.896784540266,32798.3984375
2022-08-02,27255.734361750376,32396.169921875
2022-08-03,27768.74673393657,32812.5
2022-08-04,27841.256791124077,32726.8203125
2022-08-05,28069.665187072987,32803.46875
2022-08-08,28276.317134249126,32832.5390625
2022-08-09,27663.604863270328,32774.41015625
2022-08-10,28240.968624354235,33309.51171875
2022-08-11,28160.305618237813,33336.671875
2022-08-12,28540.98055879179,33761.05078125
2022-08-15,28515.60089490399,33912.44140625
2022-08-16,29673.0479731684,34152.01171875
2022-08-17,29526.211961715213,33980.3203125
2022-08-18,29476.36201231891,33999.0390625
2022-08-19,29123.783432068893,33706.73828125
2022-08-22,28298.070723341465,33063.609375
2022-08-23,27816.78364593514,32909.58984375
2022-08-24,27926.452390734827,32969.23046875
2022-08-25,28077.82385536278,33291.78125
2022-08-26,27019.16729751167,32283.400390625
2022-08-29,26857.83270623751,32098.990234375
2022-08-30,26565.98229977018,31790.869140625
2022-08-31,26312.36296107931,31510.4296875
2022-09-01,26763.946537775486,31656.419921875
2022-09-02,26629.838963952116,31318.439453125
2022-09-06,26414.53934313128,31145.30078125
2022-09-07,27137.989879393597,31581.279296875
2022-09-08,27359.67802631306,31774.51953125
2022-09-09,27347.813212175544,32151.7109375
2022-09-12,27144.372686131355,32381.33984375
2022-09-13,25355.368042801318,31104.970703125
2022-09-14,25210.310752580608,31135.08984375
2022-09-15,24772.410746780562,30961.8203125
2022-09-16,25176.557944370157,30822.419921875
2022-09-19,25582.529618079236,31019.6796875
2022-09-20,25012.346514575303,30706.23046875
2022-09-21,24775.147460959786,30183.779296875
2022-09-22,24553.46217372076,30076.6796875
2022-09-23,24717.67360351561,29590.41015625
2022-09-26,24319.91207234421,29260.810546875
2022-09-27,24512.408601351937,29134.990234375
2022-09-28,25744.004333694866,29683.740234375
2022-09-29,25391.857565190992,29225.609375
2022-09-30,25173.821230190933,28725.509765625
2022-10-03,25881.760859757203,29490.890625
2022-10-04,26416.363819250764,30316.3203125
2022-10-05,26442.818722983277,30273.869140625
2022-10-06,26492.08815725065,29926.939453125
2022-10-07,25938.325338822076,29296.7890625
2022-10-10,25768.634761307894,29202.880859375
2022-10-11,25807.863857557233,29239.189453125
2022-10-12,25591.649138996218,29210.849609375
2022-10-13,25802.387569518345,30038.720703125
2022-10-14,25218.520895118283,29634.830078125
2022-10-17,25659.160474777993,30185.8203125
2022-10-18,26005.83381492341,30523.80078125
2022-10-19,25132.76765782211,30423.810546875
2022-10-20,24582.6537916325,30333.58984375
2022-10-21,25136.41661006108,31082.560546875
2022-10-24,25841.622385128554,31499.619140625
2022-10-25,26480.223343113128,31836.740234375
2022-10-26,26470.188724455973,31839.109375
2022-10-27,26553.210966933795,32033.279296875
2022-10-28,27245.636830123578,32861.80078125
2022-10-31,27015.741400346873,32732.94921875
2022-11-01,27009.35287424824,32653.19921875
2022-11-02,26340.645200611747,32147.759765625
2022-11-03,25681.054188211798,32001.25
2022-11-04,25911.864715728683,32403.220703125
2022-11-07,26481.135581172875,32827.0
2022-11-08,26560.506011731293,33160.828125
2022-11-09,26160.010626061103,32513.939453125
2022-11-10,28436.18184977812,33715.37109375
2022-11-11,28731.76413921712,33747.859375
2022-11-14,28000.103460417122,33536.69921875
2022-11-15,28457.163325152185,33592.921875
2022-11-16,28729.027425037893,33553.828125
2022-11-17,28412.463660224832,33546.3203125
2022-11-18,28571.198801980798,33745.69140625
2022-11-21,28899.62452125094,33700.28125
2022-11-22,29638.583104528872,34098.1015625
2022-11-23,29331.138860632793,34194.05859375
2022-11-25,29775.427392531466,34347.03125
2022-11-28,29094.86062411833,33849.4609375
2022-11-29,28824.81814067167,33852.53125
2022-11-30,29736.204015643005,34589.76953125
2022-12-01,30018.89200598678,34395.01171875
2022-12-02,30103.326930601008,34429.87890625
2022-12-05,29377.339857790128,33947.1015625
2022-12-06,29135.957091693723,33596.33984375
2022-12-07,29383.762700054016,33597.921875
2022-12-08,29745.38358984918,33781.48046875
2022-12-09,29414.052435253972,33476.4609375
2022-12-12,30102.414692541268,34005.0390625
2022-12-13,30553.060294053754,34108.640625
2022-12-14,30602.618556045374,33966.3515625
2022-12-15,30067.538029918658,33202.21875
2022-12-16,29676.54536234415,32920.4609375
2022-12-19,29124.941602646308,32757.5390625
2022-12-20,28896.404521077682,32849.73828125
2022-12-21,29311.25836222738,33376.48046875
2022-12-22,29013.885912834157,33027.48828125
2022-12-23,29253.43562376976,33203.9296875
2022-12-27,29328.696693538688,33241.55859375
2022-12-28,28978.09415247137,32875.7109375
2022-12-29,29407.626733309644,33220.80078125
2022-12-30,28990.02187957853,33147.25
